2025-02-27T11:12:21.430+03:00 appender 1160 --- [http-nio-8081-exec-8] c.e.u.FileUploadRestController           : Mapped file wb-gi-130335099_one.pdf to URL: http://127.0.0.1:8081/api/files/wb-gi-130335099_one.pdf
2025-02-27T11:12:21.431+03:00 appender 1160 --- [http-nio-8081-exec-8] c.e.u.FileUploadRestController           : Total files: 3
2025-02-27T11:12:21.433+03:00 appender 1160 --- [http-nio-8081-exec-8] c.e.u.FileUploadRestController           : Total files found: 3
2025-02-27T11:14:07.677+03:00 appender 3664 --- [main] c.e.u.StickersCreateApplication          : Starting StickersCreateApplication using Java 21.0.2 with PID 3664 (D:\rpo\java\Stickers2\target\classes started by 8_kovalenko_351 in D:\rpo\java\Stickers2)
2025-02-27T11:14:07.704+03:00 appender 3664 --- [main] c.e.u.StickersCreateApplication          : No active profile set, falling back to 1 default profile: "default"
2025-02-27T11:14:09.900+03:00 appender 3664 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 8081 (http)
2025-02-27T11:14:09.918+03:00 appender 3664 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2025-02-27T11:14:09.919+03:00 appender 3664 --- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.28]
2025-02-27T11:14:10.014+03:00 appender 3664 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2025-02-27T11:14:10.015+03:00 appender 3664 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2143 ms
2025-02-27T11:14:11.010+03:00 appender 3664 --- [main] o.s.b.a.e.web.EndpointLinksResolver      : Exposing 1 endpoint beneath base path '/actuator'
2025-02-27T11:14:11.141+03:00 appender 3664 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port 8081 (http) with context path '/'
2025-02-27T11:14:11.194+03:00 appender 3664 --- [main] c.e.u.StickersCreateApplication          : Started StickersCreateApplication in 4.052 seconds (process running for 5.424)
2025-02-27T11:14:11.265+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Найден XLSX файл в архиве: 26.02.2025_17.35_Общие характеристики одним файлом.xlsx
2025-02-27T11:14:13.651+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0868227 сек.
2025-02-27T11:14:13.651+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица штрихкодов построена
2025-02-27T11:14:13.716+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.056804 сек.
2025-02-27T11:14:13.716+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица брендов построена
2025-02-27T11:14:13.716+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Обработан файл-справочник 26.02.2025_17.35_Общие характеристики одним файлом.xlsx из архива 26_02_2025_17_35_Общие_характеристики_одним_файлом.zip
2025-02-27T11:14:13.722+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Найден XLSX файл в архиве: 26.02.2025_17.35_Общие характеристики одним файлом_1.xlsx
2025-02-27T11:14:14.854+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.039434 сек.
2025-02-27T11:14:14.854+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица штрихкодов построена
2025-02-27T11:14:14.906+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0496352 сек.
2025-02-27T11:14:14.906+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица брендов построена
2025-02-27T11:14:14.915+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Обработан файл-справочник 26.02.2025_17.35_Общие характеристики одним файлом_1.xlsx из архива 26_02_2025_17_35_Общие_характеристики_одним_файлом.zip
2025-02-27T11:14:14.915+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Найден XLSX файл в архиве: 26.02.2025_17.35_Общие характеристики одним файлом_2.xlsx
2025-02-27T11:14:15.661+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0462509 сек.
2025-02-27T11:14:15.663+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица штрихкодов построена
2025-02-27T11:14:15.701+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.036789 сек.
2025-02-27T11:14:15.701+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица брендов построена
2025-02-27T11:14:15.708+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Обработан файл-справочник 26.02.2025_17.35_Общие характеристики одним файлом_2.xlsx из архива 26_02_2025_17_35_Общие_характеристики_одним_файлом.zip
2025-02-27T11:14:15.708+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Найден XLSX файл в архиве: 26.02.2025_17.35_Общие характеристики одним файлом_3.xlsx
2025-02-27T11:14:16.635+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0457247 сек.
2025-02-27T11:14:16.637+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица штрихкодов построена
2025-02-27T11:14:16.675+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0382746 сек.
2025-02-27T11:14:16.677+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица брендов построена
2025-02-27T11:14:16.681+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Обработан файл-справочник 26.02.2025_17.35_Общие характеристики одним файлом_3.xlsx из архива 26_02_2025_17_35_Общие_характеристики_одним_файлом.zip
2025-02-27T11:14:16.681+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Найден XLSX файл в архиве: 26.02.2025_17.35_Общие характеристики одним файлом_4.xlsx
2025-02-27T11:14:17.180+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0252182 сек.
2025-02-27T11:14:17.182+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица штрихкодов построена
2025-02-27T11:14:17.200+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0168132 сек.
2025-02-27T11:14:17.205+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица брендов построена
2025-02-27T11:14:17.211+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Обработан файл-справочник 26.02.2025_17.35_Общие характеристики одним файлом_4.xlsx из архива 26_02_2025_17_35_Общие_характеристики_одним_файлом.zip
2025-02-27T11:14:17.213+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Найден XLSX файл в архиве: 26.02.2025_17.35_Общие характеристики одним файлом_5.xlsx
2025-02-27T11:14:17.691+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.027245 сек.
2025-02-27T11:14:17.693+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица штрихкодов построена
2025-02-27T11:14:17.703+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0172841 сек.
2025-02-27T11:14:17.703+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица брендов построена
2025-02-27T11:14:17.713+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Обработан файл-справочник 26.02.2025_17.35_Общие характеристики одним файлом_5.xlsx из архива 26_02_2025_17_35_Общие_характеристики_одним_файлом.zip
2025-02-27T11:14:17.713+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Найден XLSX файл в архиве: 26.02.2025_17.35_Общие характеристики одним файлом_6.xlsx
2025-02-27T11:14:18.114+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.02852 сек.
2025-02-27T11:14:18.123+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица штрихкодов построена
2025-02-27T11:14:18.144+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0211459 сек.
2025-02-27T11:14:18.145+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица брендов построена
2025-02-27T11:14:18.148+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Обработан файл-справочник 26.02.2025_17.35_Общие характеристики одним файлом_6.xlsx из архива 26_02_2025_17_35_Общие_характеристики_одним_файлом.zip
2025-02-27T11:14:18.149+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Найден XLSX файл в архиве: 26.02.2025_17.35_Общие характеристики одним файлом_7.xlsx
2025-02-27T11:14:18.283+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0033563 сек.
2025-02-27T11:14:18.285+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица штрихкодов построена
2025-02-27T11:14:18.299+03:00 appender 3664 --- [main] c.e.uploadingfiles.ExcelReadService      : Обработан файл-справочник за 0.0147398 сек.
2025-02-27T11:14:18.308+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Хэш-таблица брендов построена
2025-02-27T11:14:18.310+03:00 appender 3664 --- [main] c.e.u.FileUploadRestController           : Обработан файл-справочник 26.02.2025_17.35_Общие характеристики одним файлом_7.xlsx из архива 26_02_2025_17_35_Общие_характеристики_одним_файлом.zip
2025-02-27T11:14:33.384+03:00 appender 3664 --- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-02-27T11:14:33.385+03:00 appender 3664 --- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2025-02-27T11:14:33.389+03:00 appender 3664 --- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 3 ms
2025-02-27T11:14:33.525+03:00 appender 3664 --- [http-nio-8081-exec-2] c.e.u.FileUploadRestController           : Loading files from storage service...
2025-02-27T11:14:33.527+03:00 appender 3664 --- [http-nio-8081-exec-2] c.e.u.FileUploadRestController           : Total files all: 0
2025-02-27T11:14:33.547+03:00 appender 3664 --- [http-nio-8081-exec-2] c.e.u.FileUploadRestController           : Total files: 0
2025-02-27T11:14:33.548+03:00 appender 3664 --- [http-nio-8081-exec-2] c.e.u.FileUploadRestController           : Total files found: 0
2025-02-27T11:14:38.270+03:00 appender 3664 --- [http-nio-8081-exec-3] c.e.u.FileUploadRestController           : start POST request
2025-02-27T11:14:38.275+03:00 appender 3664 --- [http-nio-8081-exec-3] c.e.u.FileUploadRestController           : 1.******* start proceed file: wb-gi-108241588.xlsx size: 15715
2025-02-27T11:14:38.276+03:00 appender 3664 --- [http-nio-8081-exec-3] c.e.u.FileUploadRestController           : 1.1.******* Service created
2025-02-27T11:14:38.311+03:00 appender 3664 --- [http-nio-8081-exec-3] c.e.uploadingfiles.ExcelReadService      : Обработан файл заказа wb-gi-108241588.xlsx за 0.0345709 сек.
2025-02-27T11:14:38.411+03:00 appender 3664 --- [http-nio-8081-exec-3] c.e.uploadingfiles.StickersService       : ******************начало обработки списка на 69 элементов*****************
2025-02-27T11:14:51.639+03:00 appender 3664 --- [http-nio-8081-exec-3] c.e.uploadingfiles.StickersService       : Сформирован PDF файл .\upload-dir\wb-gi-108241588.pdf за 13.3316731 сек.
2025-02-27T11:14:51.639+03:00 appender 3664 --- [http-nio-8081-exec-3] c.e.uploadingfiles.StickersService       : ********** Current PAGE: 0
2025-02-27T11:14:51.762+03:00 appender 3664 --- [http-nio-8081-exec-1] c.e.u.FileUploadRestController           : Loading files from storage service...
2025-02-27T11:14:51.763+03:00 appender 3664 --- [http-nio-8081-exec-1] c.e.u.FileUploadRestController           : Total files all: 1
2025-02-27T11:14:51.763+03:00 appender 3664 --- [http-nio-8081-exec-1] c.e.u.FileUploadRestController           : Found file: wb-gi-108241588.pdf
2025-02-27T11:14:51.764+03:00 appender 3664 --- [http-nio-8081-exec-1] c.e.u.FileUploadRestController           : File exists: wb-gi-108241588.pdf
2025-02-27T11:14:51.764+03:00 appender 3664 --- [http-nio-8081-exec-1] c.e.u.FileUploadRestController           : After sorting: wb-gi-108241588.pdf
2025-02-27T11:14:51.777+03:00 appender 3664 --- [http-nio-8081-exec-1] c.e.u.FileUploadRestController           : Mapped file wb-gi-108241588.pdf to URL: http://127.0.0.1:8081/api/files/wb-gi-108241588.pdf
2025-02-27T11:14:51.777+03:00 appender 3664 --- [http-nio-8081-exec-1] c.e.u.FileUploadRestController           : Total files: 1
2025-02-27T11:14:51.778+03:00 appender 3664 --- [http-nio-8081-exec-1] c.e.u.FileUploadRestController           : Total files found: 1
2025-02-27T11:15:02.957+03:00 appender 3664 --- [http-nio-8081-exec-5] c.e.u.FileUploadRestController           : start POST request
2025-02-27T11:15:02.958+03:00 appender 3664 --- [http-nio-8081-exec-5] c.e.u.FileUploadRestController           : 1.******* start proceed file: wb-gi-108241511.xlsx size: 15715
2025-02-27T11:15:02.958+03:00 appender 3664 --- [http-nio-8081-exec-5] c.e.u.FileUploadRestController           : 1.1.******* Service created
2025-02-27T11:15:02.982+03:00 appender 3664 --- [http-nio-8081-exec-5] c.e.uploadingfiles.ExcelReadService      : Обработан файл заказа wb-gi-108241511.xlsx за 0.0243937 сек.
2025-02-27T11:15:02.984+03:00 appender 3664 --- [http-nio-8081-exec-5] c.e.uploadingfiles.StickersService       : ******************начало обработки списка на 69 элементов*****************
2025-02-27T11:15:12.014+03:00 appender 3664 --- [http-nio-8081-exec-5] c.e.uploadingfiles.StickersService       : Сформирован PDF файл .\upload-dir\wb-gi-108241511.pdf за 9.0304673 сек.
2025-02-27T11:15:12.015+03:00 appender 3664 --- [http-nio-8081-exec-5] c.e.uploadingfiles.StickersService       : ********** Current PAGE: 0
2025-02-27T11:15:12.079+03:00 appender 3664 --- [http-nio-8081-exec-6] c.e.u.FileUploadRestController           : Loading files from storage service...
2025-02-27T11:15:12.080+03:00 appender 3664 --- [http-nio-8081-exec-6] c.e.u.FileUploadRestController           : Total files all: 2
2025-02-27T11:15:12.082+03:00 appender 3664 --- [http-nio-8081-exec-6] c.e.u.FileUploadRestController           : Found file: wb-gi-108241511.pdf
2025-02-27T11:15:12.082+03:00 appender 3664 --- [http-nio-8081-exec-6] c.e.u.FileUploadRestController           : File exists: wb-gi-108241511.pdf
2025-02-27T11:15:12.083+03:00 appender 3664 --- [http-nio-8081-exec-6] c.e.u.FileUploadRestController           : Found file: wb-gi-108241588.pdf
2025-02-27T11:15:12.083+03:00 appender 3664 --- [http-nio-8081-exec-6] c.e.u.FileUploadRestController           : File exists: wb-gi-108241588.pdf
2025-02-27T11:15:12.084+03:00 appender 3664 --- [http-nio-8081-exec-6] c.e.u.FileUploadRestController           : Failed to read creation time for file: wb-gi-108241588.pdf

java.nio.file.NoSuchFileException: wb-gi-108241588.pdf
	at java.base/sun.nio.fs.WindowsException.translateToIOException(WindowsException.java:85) ~[na:na]
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:103) ~[na:na]
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:108) ~[na:na]
	at java.base/sun.nio.fs.WindowsFileAttributeViews$Basic.readAttributes(WindowsFileAttributeViews.java:53) ~[na:na]
	at java.base/sun.nio.fs.WindowsFileAttributeViews$Basic.readAttributes(WindowsFileAttributeViews.java:38) ~[na:na]
	at java.base/sun.nio.fs.WindowsFileSystemProvider.readAttributes(WindowsFileSystemProvider.java:197) ~[na:na]
	at java.base/java.nio.file.Files.readAttributes(Files.java:1853) ~[na:na]
	at com.example.uploadingfiles.FileUploadRestController.getCreationTimeSafe(FileUploadRestController.java:101) ~[classes/:na]
	at java.base/java.util.Comparator.lambda$comparing$77a9974f$1(Comparator.java:473) ~[na:na]
	at java.base/java.util.TimSort.countRunAndMakeAscending(TimSort.java:355) ~[na:na]
	at java.base/java.util.TimSort.sort(TimSort.java:220) ~[na:na]
	at java.base/java.util.Arrays.sort(Arrays.java:1308) ~[na:na]
	at java.base/java.util.ArrayList.sort(ArrayList.java:1804) ~[na:na]
	at java.base/java.util.stream.SortedOps$RefSortingSink.end(SortedOps.java:392) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:510) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[na:na]
	at java.base/java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:921) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[na:na]
	at java.base/java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[na:na]
	at com.example.uploadingfiles.FileUploadRestController.listUploadedFiles(FileUploadRestController.java:85) ~[classes/:na]
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:580) ~[na:na]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:255) ~[spring-web-6.1.12.jar:6.1.12]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:188) ~[spring-web-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:926) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:831) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564) ~[tomcat-embed-core-10.1.28.jar:6.0]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658) ~[tomcat-embed-core-10.1.28.jar:6.0]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51) ~[tomcat-embed-websocket-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.springframework.web.filter.ServerHttpObservationFilter.doFilterInternal(ServerHttpObservationFilter.java:113) ~[spring-web-6.1.12.jar:6.1.12]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.12.jar:6.1.12]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-6.1.12.jar:6.1.12]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.12.jar:6.1.12]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:483) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:344) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:384) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:904) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1741) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1190) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63) ~[tomcat-embed-core-10.1.28.jar:10.1.28]
	at java.base/java.lang.Thread.run(Thread.java:1583) ~[na:na]

2025-02-27T11:15:12.094+03:00 appender 3664 --- [http-nio-8081-exec-6] c.e.u.FileUploadRestController           : Failed to read creation time for file: wb-gi-108241511.pdf

java.nio.file.NoSuchFileException: wb-gi-108241511.pdf
	at java.base/sun.nio.fs.WindowsException.translateToIOException(WindowsException.java:85) ~[na:na]
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:103) ~[na:na]
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:108) ~[na:na]
	at java.base/sun.nio.fs.WindowsFileAttributeViews$Basic.readAttributes(WindowsFileAttributeViews.java:53) ~[na:na]
	at java.base/sun.nio.fs.WindowsFileAttributeViews$Basic.readAttributes(WindowsFileAttributeViews.java:38) ~[na:na]
	at java.base/sun.nio.fs.WindowsFileSystemProvider.readAttributes(WindowsFileSystemProvider.java:197) ~[na:na]
	at java.base/java.nio.file.Files.readAttributes(Files.java:1853) ~[na:na]
	at com.example.uploadingfiles.FileUploadRestController.getCreationTimeSafe(FileUploadRestController.java:101) ~[classes/:na]
	at java.base/java.util.Comparator.lambda$comparing$77a9974f$1(Comparator.java:473) ~[na:na]
	at java.base/java.util.TimSort.countRunAndMakeAscending(TimSort.java:355) ~[na:na]
	at java.base/java.util.TimSort.sort(TimSort.java:220) ~[na:na]
	at java.base/java.util.Arrays.sort(Arrays.java:1308) ~[na:na]
	at java.base/java.util.ArrayList.sort(ArrayList.java:1804) ~[na:na]
	at java.base/java.util.stream.SortedOps$RefSortingSink.end(SortedOps.java:392) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.Sink$ChainedReference.end(Sink.java:261) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:510) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[na:na]
	at java.base/java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:921) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[na:na]
	at java.base/java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[na:na]
	at com.example.uploadingfiles.FileUploadRestController.listUploadedFiles(FileUploadRestController.java:85) ~[classes/:na]
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:580) ~[na:na]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:255) ~[spring-web-6.1.12.jar:6.1.12]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:188) ~[spring-web-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:926) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:831) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-6.1.12.jar:6.1.12]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089) ~[spring-webmvc-6.1.12.jar:6.1.12]
